车牌号：鲁CF2927;发动机号：71041633;VIN码：GX030049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,发生时间,存储时间,转速(转/分),GPS车速(公里/时),GPS方向,GPS海拔,GPS经度,GPS纬度,GPS里程(公里),PTO开关,车辆加速限值状态,怠速油耗,发动机控制设备源地址,发动机扭矩模式,发动机油温,发动机制动控制设备,风扇驱动状态,负载百分比,环境温度,环境压力,机油压力,进气歧管温度,进气歧管压力,空调开关,空调压力风扇开关,冷却剂温度,离合器状态,里程(km),脉冲车速(km/h),扭矩,平均油耗,请求风扇转速,刹车状态 ,实际制动器扭矩百分比,瞬时油耗,巡航控制状态,巡航使用油耗,油耗,油门位置,制动器扭矩模式,驻车制动,总油耗
7313,2017/3/9 8:15,2017/3/9 8:15,600,5,南偏西49度,11.7,120.3139433,37.6628277,112576.5,,限制未激活,,0, 低怠速控制模式/无请求,,,风扇关闭,14（%）,,,112.0（kPa）,39.9（℃）,4( kPa),0,,,0,112576.5,2,4（%）,,0.00(%),1,,1（L/h）,,,,0.00(%),,,
7314,2017/3/9 8:15,2017/3/9 8:15,520,6,南偏西43度,12.3,120.313973,37.6628468,112576.5,,限制未激活,109.0L,0, 低怠速控制模式/无请求,,,风扇关闭,0（%）,,,112.0（kPa）,39.8（℃）,14( kPa),0,,,0,112576.5,8,0（%）,,0.00(%),0,,0（L/h）,,0.0L,,0.00(%),,,17101.0L
7315,2017/3/9 8:15,2017/3/9 8:15,1140,6,南偏西43度,13,120.314009,37.6628705,112576.5,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,31（%）,,,112.0（kPa）,39.7（℃）,16( kPa),0,,,0,112576.5,8,20（%）,,0.00(%),0,,10（L/h）,,0.0L,,34.80(%),,,17101.0L
7316,2017/3/9 8:15,2017/3/9 8:15,960,6,南偏西43度,13.7,120.314045,37.6628942,112576.5,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,41（%）,,,112.0（kPa）,39.7（℃）,18( kPa),0,,,0,112576.4,7,29（%）,,0.00(%),0,,12（L/h）,,0.0L,,37.20(%),,,17101.0L
7317,2017/3/9 8:14,2017/3/9 8:15,960,5,南偏西39度,13,120.314096,37.6629272,112576.48,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,40（%）,,,112.0（kPa）,39.6（℃）,18( kPa),0,,,0,112576.4,7,31（%）,,0.00(%),0,,13（L/h）,,0.0L,,38.00(%),,,17101.0L
7318,2017/3/9 8:14,2017/3/9 8:15,960,3,南偏西39度,11,120.314162,37.6629695,112576.45,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,35（%）,,,112.0（kPa）,39.5（℃）,16( kPa),0,,,0,112576.4,7,30（%）,,0.00(%),0,,12（L/h）,,0.0L,,36.40(%),,,17101.0L
7319,2017/3/9 8:14,2017/3/9 8:15,1020,1,南偏西39度,9,120.314228,37.6630118,112576.42,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,31（%）,,,112.0（kPa）,39.5（℃）,12( kPa),0,,,0,112576.4,7,23（%）,,0.00(%),0,,11（L/h）,,0.0L,,34.80(%),,,17101.0L
7320,2017/3/9 8:14,2017/3/9 8:15,1060,0,南偏西39度,8,120.314261,37.663033,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,31（%）,,,112.0（kPa）,39.4（℃）,12( kPa),0,,,0,112576.4,8,23（%）,,0.00(%),0,,10（L/h）,,0.0L,,34.80(%),,,17101.0L
7321,2017/3/9 8:14,2017/3/9 8:15,1020,4.5,南偏西47度,8,120.314277,37.6630455,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,24（%）,,,112.0（kPa）,39.3（℃）,2( kPa),0,,,0,112576.4,8,20（%）,,0.00(%),0,,7（L/h）,,0.0L,,29.20(%),,,17101.0L
7322,2017/3/9 8:14,2017/3/9 8:15,840,7.5,南偏西47度,8,120.3142877,37.6630538,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,23（%）,,,112.0（kPa）,39.3（℃）,0( kPa),0,,,0,112576.4,6,7（%）,,0.00(%),0,,6（L/h）,,0.0L,,23.20(%),,,17101.0L
7323,2017/3/9 8:14,2017/3/9 8:15,580,9,南偏西47度,8,120.314293,37.663058,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,10（%）,,,112.0（kPa）,39.2（℃）,0( kPa),0,,,1,112576.4,7,7（%）,,0.00(%),0,,1（L/h）,,0.0L,,0.00(%),,,17101.0L
7324,2017/3/9 8:14,2017/3/9 8:15,580,10.5,南偏西48度,8,120.3143465,37.663098,112576.4,,限制未激活,109.0L,0, 低怠速控制模式/无请求,,,风扇关闭,10（%）,,,112.0（kPa）,39.1（℃）,2( kPa),0,,,0,112576.4,8,5（%）,,0.00(%),0,,1（L/h）,,0.0L,,0.00(%),,,17101.0L
7325,2017/3/9 8:14,2017/3/9 8:14,580,11.5,南偏西48度,8,120.3143822,37.6631247,112576.4,,限制未激活,109.0L,0, 低怠速控制模式/无请求,,,风扇关闭,9（%）,,,112.0（kPa）,39.1（℃）,4( kPa),0,,,0,112576.4,9,5（%）,6( km/L),0.00(%),0,,1（L/h）,,0.0L,7( km/L),0.00(%),,,17101.0L
7326,2017/3/9 8:14,2017/3/9 8:14,580,11.2,南偏西42度,8.8,120.3144292,37.663156,112576.4,,限制未激活,109.0L,0, 低怠速控制模式/无请求,,,风扇关闭,8（%）,,,112.0（kPa）,39.0（℃）,14( kPa),0,,,0,112576.4,13,8（%）,6.0( km/L),0.00(%),1,,0（L/h）,,0.0L,6.8( km/L),0.00(%),,,17101.0L
7327,2017/3/9 8:14,2017/3/9 8:14,860,9.5,南偏西42度,10.5,120.3144875,37.663192,112576.4,,限制未激活,109.0L,0, 低怠速控制模式/无请求,,,风扇关闭,0（%）,,,112.0（kPa）,38.9（℃）,24( kPa),0,,,0,112576.4,14,0（%）,6.0( km/L),0.00(%),0,,17（L/h）,,0.0L,6.7( km/L),0.00(%),,,17101.0L
7328,2017/3/9 8:14,2017/3/9 8:14,1060,7.8,南偏西42度,12.2,120.3145458,37.663228,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,41（%）,,,112.0（kPa）,38.8（℃）,18( kPa),0,,,0,112576.4,13,37（%）,6.0( km/L),0.00(%),0,,18（L/h）,,0.0L,6.5( km/L),41.60(%),,,17101.0L
7329,2017/3/9 8:14,2017/3/9 8:14,860,5.8,南偏西63度,12.3,120.3146063,37.6632733,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,27（%）,,,112.0（kPa）,38.8（℃）,8( kPa),0,,,0,112576.4,10,40（%）,6.0( km/L),0.00(%),0,,11（L/h）,,0.0L,6.3( km/L),24.40(%),,,17101.0L
7330,2017/3/9 8:14,2017/3/9 8:14,700,3.5,南偏西63度,11,120.314669,37.663328,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,0（%）,,,112.0（kPa）,38.7（℃）,22( kPa),0,,,1,112576.4,9,6（%）,6.0( km/L),0.00(%),0,,0（L/h）,,0.0L,6.2( km/L),0.00(%),,,17101.0L
7331,2017/3/9 8:14,2017/3/9 8:14,1300,1.2,南偏西63度,9.7,120.3147317,37.6633827,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,42（%）,,,112.0（kPa）,38.6（℃）,20( kPa),0,,,1,112576.4,9,23（%）,6.0( km/L),0.00(%),0,,18（L/h）,,0.0L,6.0( km/L),42.80(%),,,17101.0L
7332,2017/3/9 8:14,2017/3/9 8:14,1000,0.8,南偏西63度,9,120.314763,37.66341,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,61（%）,,,112.0（kPa）,38.6（℃）,10( kPa),0,,,0,112576.4,7,33（%）,6.0( km/L),0.00(%),0,,15（L/h）,,0.0L,5.8( km/L),39.20(%),,,17101.0L
7333,2017/3/9 8:14,2017/3/9 8:14,720,2.5,南偏西63度,9,120.314763,37.66341,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,26（%）,,,112.0（kPa）,38.5（℃）,8( kPa),0,,,0,112576.4,5,15（%）,6.0( km/L),0.00(%),0,,5（L/h）,,0.0L,5.6( km/L),22.80(%),,,17101.0L
7334,2017/3/9 8:14,2017/3/9 8:14,800,4.2,南偏西63度,9,120.314763,37.66341,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,23（%）,,,112.0（kPa）,38.4（℃）,10( kPa),0,,,0,112576.4,6,16（%）,6.0( km/L),0.00(%),0,,6（L/h）,,0.0L,5.5( km/L),24.80(%),,,17101.0L
7335,2017/3/9 8:14,2017/3/9 8:14,860,6.8,东偏南72度,8.5,120.3147892,37.663428,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,47（%）,,,112.0（kPa）,38.4（℃）,6( kPa),0,,,0,112576.4,6,30（%）,6.0( km/L),0.00(%),0,,8（L/h）,,0.0L,5.3( km/L),33.20(%),,,17101.0L
7336,2017/3/9 8:14,2017/3/9 8:14,720,8.7,东偏南72度,8,120.3148153,37.663446,112576.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,,,风扇关闭,47（%）,,,112.0（kPa）,38.3（℃）,6( kPa),0,,,0,112576.4,5,30（%）,6.0( km/L),0.00(%),0,,3（L/h）,,0.0L,5.2( km/L),33.20(%),,,17101.0L
7337,2017/3/9 8:14,2017/3/9 8:14,600,14.2,东偏南72度,6.5,120.3148938,37.6635,112576.4,,限制未激活,109.0L,0, 低怠速控制模式/无请求,102（℃）,,风扇关闭,10（%）,8.875(℃),101（kPa）,112.0（kPa）,38.2（℃）,0( kPa),0,,90（℃）,1,112576.3,8,5（%）,6.0( km/L),0.00(%),0,,1（L/h）,,0.0L,5.0( km/L),0.00(%),,,17101.0L
7338,2017/3/9 8:14,2017/3/9 8:14,580,20.2,东偏南44度,5.7,120.3148817,37.6635592,112576.38,,限制未激活,109.0L,0, 低怠速控制模式/无请求,102.0（℃）,,风扇关闭,10（%）,8.89(℃),101.0（kPa）,112.0（kPa）,38.2（℃）,0( kPa),0,,90.0（℃）,0,112576.3,10,6（%）,6.0( km/L),0.00(%),0,,1（L/h）,,0.0L,4.8( km/L),0.00(%),,,17101.0L
7339,2017/3/9 8:14,2017/3/9 8:14,580,28.5,东偏南44度,5,120.314805,37.6636415,112576.35,,限制未激活,109.0L,0, 低怠速控制模式/无请求,101.9（℃）,,风扇关闭,10（%）,8.9(℃),100.9（kPa）,112.0（kPa）,38.1（℃）,0( kPa),0,,89.9（℃）,0,112576.3,14,6（%）,6.0( km/L),0.00(%),1,,1（L/h）,,0.0L,4.6( km/L),0.00(%),,,17101.0L
7340,2017/3/9 8:14,2017/3/9 8:14,580,36.8,东偏南44度,4.3,120.3147283,37.6637238,112576.32,,限制未激活,109.0L,0, 低怠速控制模式/无请求,101.9（℃）,,风扇关闭,10（%）,8.91(℃),100.9（kPa）,112.0（kPa）,38.0（℃）,0( kPa),0,,89.9（℃）,0,112576.3,23,6（%）,6.0( km/L),0.00(%),1,,1（L/h）,,0.0L,4.5( km/L),0.00(%),,,17101.0L
7341,2017/3/9 8:14,2017/3/9 8:14,580,43.3,东偏南44度,5,120.3145633,37.6638708,112576.3,,限制未激活,109.0L,0, 低怠速控制模式/无请求,101.9（℃）,,风扇关闭,10（%）,8.93(℃),100.9（kPa）,114.0（kPa）,38.0（℃）,0( kPa),0,,89.9（℃）,0,112576.3,35,5（%）,6.0( km/L),0.00(%),1,,1（L/h）,,0.0L,4.3( km/L),0.00(%),,,17101.0L
7342,2017/3/9 8:14,2017/3/9 8:14,600,45.7,东偏南44度,6,120.3144367,37.6639767,112576.3,,限制未激活,109.0L,0, 低怠速控制模式/无请求,101.8（℃）,,风扇关闭,10（%）,8.93(℃),100.8（kPa）,116.1（kPa）,38.0（℃）,0( kPa),0,,89.8（℃）,0,112576.3,45,6（%）,6.0( km/L),0.00(%),1,,1（L/h）,,0.0L,4.2( km/L),0.00(%),,,17101.0L
7343,2017/3/9 8:14,2017/3/9 8:14,580,52.7,东偏南44度,9,120.3140567,37.6642942,112576.3,,限制未激活,109.0L,0, 低怠速控制模式/无请求,101.8（℃）,,风扇关闭,10（%）,8.95(℃),100.8（kPa）,122.2（kPa）,37.9（℃）,2( kPa),0,,89.8（℃）,0,112576.3,53,5（%）,6.0( km/L),0.00(%),0,,1（L/h）,,0.0L,3.9( km/L),0.00(%),,,17101.0L
7344,2017/3/9 8:14,2017/3/9 8:14,580,55,东偏南44度,10,120.3138055,37.6644977,112576.28,,限制未激活,109.0L,0, 低怠速控制模式/无请求,101.8（℃）,,风扇关闭,9（%）,8.96(℃),100.8（kPa）,126.2（kPa）,37.9（℃）,4( kPa),0,,89.8（℃）,0,112576.2,56,5（%）,6.0( km/L),0.00(%),0,,1（L/h）,,0.0L,3.8( km/L),0.00(%),,,17100.992L
7345,2017/3/9 8:14,2017/3/9 8:14,600,55,东偏南44度,10,120.313681,37.6645953,112576.27,,限制未激活,109.0L,0, 低怠速控制模式/无请求,101.8（℃）,,风扇关闭,9（%）,8.97(℃),100.7（kPa）,128.3（kPa）,37.9（℃）,4( kPa),0,,89.8（℃）,0,112576.2,57,5（%）,6.0( km/L),0.00(%),0,,1（L/h）,,0.0L,3.7( km/L),0.00(%),,,17100.983L
7346,2017/3/9 8:14,2017/3/9 8:14,740,55,东偏南44度,10,120.3133075,37.6648883,112576.22,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.7（℃）,,风扇关闭,56（%）,8.99(℃),100.7（kPa）,134.4（kPa）,37.8（℃）,42( kPa),0,,89.7（℃）,0,112576.2,58,46（%）,6.0( km/L),0.00(%),0,,18（L/h）,,0.0L,3.4( km/L),50.00(%),,,17100.958L
7347,2017/3/9 8:14,2017/3/9 8:14,1040,55,东偏南44度,10,120.313183,37.664986,112576.2,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.7（℃）,,风扇关闭,56（%）,9.0(℃),100.7（kPa）,136.4（kPa）,37.8（℃）,42( kPa),0,,89.7（℃）,0,112576.1,58,46（%）,6.0( km/L),0.00(%),0,,18（L/h）,,0.0L,3.4( km/L),50.00(%),,,17100.949L
7348,2017/3/9 8:13,2017/3/9 8:14,1040,55,东偏南45度,11,120.312983,37.6651507,112576.2,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.7（℃）,,风扇关闭,58（%）,9.01(℃),100.6（kPa）,140.5（kPa）,37.8（℃）,44( kPa),0,,89.7（℃）,0,112576.1,58,48（%）,6.0( km/L),0.00(%),0,,22（L/h）,,0.0L,3.2( km/L),50.80(%),,,17100.932L
7349,2017/3/9 8:13,2017/3/9 8:14,1040,55,东偏南45度,12.5,120.312683,37.6653977,112576.2,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.6（℃）,,风扇关闭,64（%）,9.03(℃),100.6（kPa）,146.6（kPa）,37.7（℃）,52( kPa),0,,89.6（℃）,0,112576.1,58,53（%）,6.0( km/L),0.00(%),0,,28（L/h）,,0.0L,2.9( km/L),54.40(%),,,17100.907L
7350,2017/3/9 8:13,2017/3/9 8:14,1040,55,东偏南45度,13,120.312583,37.66548,112576.2,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.6（℃）,,风扇关闭,64（%）,9.03(℃),100.6（kPa）,148.6（kPa）,37.7（℃）,52( kPa),0,,89.6（℃）,0,112576,57,53（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.8( km/L),54.40(%),,,17100.898L
7351,2017/3/9 8:13,2017/3/9 8:13,1020,54.3,东偏南47度,11.3,120.312332,37.665676,112576.13,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.5（℃）,,风扇关闭,69（%）,9.05(℃),100.5（kPa）,152.7（kPa）,37.7（℃）,54( kPa),0,,89.5（℃）,0,112576,57,56（%）,6.0( km/L),0.00(%),0,,30（L/h）,,0.0L,2.7( km/L),56.80(%),,,17100.881L
7352,2017/3/9 8:13,2017/3/9 8:13,1020,53.3,东偏南47度,8.8,120.3119555,37.66597,112576.03,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.5（℃）,,风扇关闭,71（%）,9.07(℃),100.5（kPa）,158.8（kPa）,37.6（℃）,52( kPa),0,,89.5（℃）,0,112576,56,57（%）,6.0( km/L),0.00(%),0,,28（L/h）,,0.0L,2.4( km/L),57.60(%),,,17100.856L
7353,2017/3/9 8:13,2017/3/9 8:13,1000,52.8,东偏南46度,7.5,120.3116972,37.6661802,112576,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.5（℃）,,风扇关闭,69（%）,9.08(℃),100.5（kPa）,162.8（kPa）,37.6（℃）,50( kPa),0,,89.5（℃）,0,112575.9,56,56（%）,6.0( km/L),0.00(%),0,,30（L/h）,,0.0L,2.3( km/L),56.00(%),,,17100.839L
7354,2017/3/9 8:13,2017/3/9 8:13,1000,52.7,东偏南46度,7,120.3115643,37.6662923,112576,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.5（℃）,,风扇关闭,69（%）,9.08(℃),100.4（kPa）,164.9（kPa）,37.6（℃）,50( kPa),0,,89.5（℃）,0,112575.9,55,55（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.2( km/L),56.00(%),,,17100.831L
7355,2017/3/9 8:13,2017/3/9 8:13,980,52.2,东偏南46度,5.5,120.3111658,37.6666288,112576,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.4（℃）,,风扇关闭,69（%）,9.1(℃),100.4（kPa）,171.0（kPa）,37.5（℃）,46( kPa),0,,89.4（℃）,0,112575.9,55,55（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.0( km/L),55.60(%),,,17100.805L
7356,2017/3/9 8:13,2017/3/9 8:13,980,52,东偏南46度,5,120.311033,37.666741,112576,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.4（℃）,,风扇关闭,68（%）,9.11(℃),100.4（kPa）,173.0（kPa）,37.5（℃）,46( kPa),0,,89.4（℃）,0,112575.8,54,54（%）,6.0( km/L),0.00(%),0,,26（L/h）,,0.0L,2.0( km/L),54.80(%),,,17100.797L
7357,2017/3/9 8:13,2017/3/9 8:13,980,51.3,东偏南43度,5,120.3108073,37.6669217,112575.93,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.3（℃）,,风扇关闭,69（%）,9.12(℃),100.3（kPa）,177.1（kPa）,37.5（℃）,46( kPa),0,,89.3（℃）,0,112575.8,54,54（%）,6.0( km/L),0.00(%),0,,26（L/h）,,0.0L,2.1( km/L),54.40(%),,,17100.78L
7358,2017/3/9 8:13,2017/3/9 8:13,960,50.3,东偏南43度,5,120.3104688,37.6671927,112575.83,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.3（℃）,,风扇关闭,70（%）,9.14(℃),100.3（kPa）,183.2（kPa）,37.4（℃）,48( kPa),0,,89.3（℃）,0,112575.8,54,53（%）,6.0( km/L),0.00(%),0,,23（L/h）,,0.0L,2.1( km/L),54.40(%),,,17100.754L
7359,2017/3/9 8:13,2017/3/9 8:13,960,49.8,东偏南42度,4.8,120.3102402,37.6673683,112575.78,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.3（℃）,,风扇关闭,73（%）,9.15(℃),100.3（kPa）,187.3（kPa）,37.4（℃）,46( kPa),0,,89.3（℃）,0,112575.8,53,56（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.2( km/L),55.60(%),,,17100.737L
7360,2017/3/9 8:13,2017/3/9 8:13,940,49.7,东偏南42度,4.7,120.3101243,37.6674537,112575.77,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.3（℃）,,风扇关闭,73（%）,9.16(℃),100.2（kPa）,189.3（kPa）,37.4（℃）,46( kPa),0,,89.3（℃）,0,112575.7,52,56（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.2( km/L),55.20(%),,,17100.729L
7361,2017/3/9 8:13,2017/3/9 8:13,940,49.2,东偏南42度,4.2,120.3097768,37.6677097,112575.72,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.2（℃）,,风扇关闭,75（%）,9.18(℃),100.2（kPa）,195.4（kPa）,37.3（℃）,34( kPa),0,,89.2（℃）,0,112575.7,52,55（%）,6.0( km/L),0.00(%),0,,25（L/h）,,0.0L,2.2( km/L),55.20(%),,,17100.703L
7362,2017/3/9 8:13,2017/3/9 8:13,920,49,东偏南42度,4,120.309661,37.667795,112575.7,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.2（℃）,,风扇关闭,75（%）,9.19(℃),100.2（kPa）,197.4（kPa）,37.3（℃）,34( kPa),0,,89.2（℃）,0,112575.7,51,55（%）,6.0( km/L),0.00(%),0,,25（L/h）,,0.0L,2.2( km/L),55.20(%),,,17100.695L
7363,2017/3/9 8:13,2017/3/9 8:13,860,48.7,东偏南42度,4,120.309471,37.6679367,112575.7,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.2（℃）,,风扇关闭,23（%）,9.2(℃),100.1（kPa）,201.5（kPa）,37.3（℃）,14( kPa),0,,89.2（℃）,0,112575.6,51,30（%）,6.0( km/L),0.00(%),0,,4（L/h）,,0.0L,2.3( km/L),28.40(%),,,17100.678L
7364,2017/3/9 8:13,2017/3/9 8:13,1180,48.2,东偏南42度,4,120.309186,37.6681492,112575.7,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.1（℃）,,风扇关闭,62（%）,9.22(℃),100.1（kPa）,207.6（kPa）,37.2（℃）,60( kPa),0,,89.1（℃）,0,112575.6,51,53（%）,6.0( km/L),0.00(%),0,,30（L/h）,,0.0L,2.3( km/L),55.60(%),,,17100.653L
7365,2017/3/9 8:13,2017/3/9 8:13,1160,47.3,东偏南43度,4.7,120.3089825,37.6683055,112575.67,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.1（℃）,,风扇关闭,62（%）,9.23(℃),100.1（kPa）,211.7（kPa）,37.2（℃）,58( kPa),0,,89.1（℃）,0,112575.6,50,53（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.4( km/L),55.60(%),,,17100.636L
7366,2017/3/9 8:13,2017/3/9 8:13,1140,46.7,东偏南43度,5.3,120.308874,37.668391,112575.63,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,62（%）,9.24(℃),100.0（kPa）,213.7（kPa）,37.2（℃）,58( kPa),0,,89.0（℃）,0,112575.6,49,54（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.4( km/L),55.60(%),,,17100.627L
7367,2017/3/9 8:13,2017/3/9 8:13,1120,44.7,东偏南43度,7.3,120.3085485,37.6686475,112575.53,,限制未激活,109.0L,0,油门踏板/驾驶请求,101（℃）,,风扇关闭,64（%）,9.26(℃),100.0（kPa）,219.8（kPa）,37.1（℃）,56( kPa),0,,89（℃）,0,112575.5,48,54（%）,6.0( km/L),0.00(%),0,,26（L/h）,,0.0L,2.4( km/L),56.00(%),,,17100.602L
7368,2017/3/9 8:13,2017/3/9 8:13,1100,43.7,东偏南43度,8,120.3083363,37.6688097,112575.5,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,64（%）,9.27(℃),100.0（kPa）,223.9（kPa）,37.1（℃）,52( kPa),0,,89.0（℃）,0,112575.5,48,54（%）,6.0( km/L),0.00(%),0,,31（L/h）,,0.0L,2.5( km/L),56.40(%),,,17100.585L
7369,2017/3/9 8:13,2017/3/9 8:13,1080,43.3,东偏南43度,8,120.3082327,37.6688863,112575.5,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,64（%）,9.28(℃),100.0（kPa）,225.9（kPa）,37.1（℃）,52( kPa),0,,88.9（℃）,0,112575.5,47,53（%）,6.0( km/L),0.00(%),0,,31（L/h）,,0.0L,2.5( km/L),56.40(%),,,17100.576L
7370,2017/3/9 8:13,2017/3/9 8:13,1060,42.3,东偏南43度,8,120.3079217,37.6691163,112575.5,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,66（%）,9.3(℃),100.0（kPa）,232（kPa）,37（℃）,50( kPa),0,,88.9（℃）,0,112575.5,46,53（%）,6.0( km/L),0.00(%),0,,29（L/h）,,0.0L,2.5( km/L),56.00(%),,,17100.551L
7371,2017/3/9 8:13,2017/3/9 8:13,1040,41.5,东偏南48度,7.8,120.3077292,37.669265,112575.48,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,67（%）,9.32(℃),100.0（kPa）,232.4（kPa）,37.0（℃）,48( kPa),0,,88.9（℃）,0,112575.4,45,55（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.6( km/L),56.00(%),,,17100.534L
7372,2017/3/9 8:13,2017/3/9 8:13,1000,41,东偏南48度,7.7,120.3076403,37.669337,112575.47,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,69（%）,9.33(℃),100.0（kPa）,232.6（kPa）,37.0（℃）,48( kPa),0,,88.8（℃）,0,112575.4,43,55（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.0L,2.6( km/L),56.00(%),,,17100.525L
7373,2017/3/9 8:13,2017/3/9 8:13,980,39.5,东偏南48度,7.2,120.3073738,37.669553,112575.42,,限制未激活,109.00L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,69（%）,9.35(℃),100.0（kPa）,233.2（kPa）,37.0（℃）,40( kPa),0,,88.8（℃）,0,112575.4,43,55（%）,6.0( km/L),0.00(%),0,,27（L/h）,,0.00L,2.6( km/L),55.60(%),,,17100.50L
7374,2017/3/9 8:13,2017/3/9 8:13,960,39,东偏南48度,7,120.307285,37.669625,112575.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,68（%）,9.36(℃),100.0（kPa）,233.4（kPa）,37.0（℃）,40( kPa),0,,88.8（℃）,0,112575.4,41,55（%）,6.0( km/L),0.00(%),0,,20（L/h）,,0.0L,2.6( km/L),53.20(%),,,17100.492L
7375,2017/3/9 8:13,2017/3/9 8:13,940,38.7,东偏南41度,6.3,120.3071043,37.6697603,112575.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,64（%）,9.38(℃),100.0（kPa）,233.8（kPa）,37.0（℃）,32( kPa),0,,88.7（℃）,0,112575.3,41,49（%）,6.0( km/L),0.00(%),0,,23（L/h）,,0.0L,2.7( km/L),50.40(%),,,17100.475L
7376,2017/3/9 8:13,2017/3/9 8:13,940,38.2,东偏南41度,5.3,120.3068333,37.6699633,112575.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,57（%）,9.4(℃),100.0（kPa）,234.4（kPa）,37.0（℃）,14( kPa),0,,88.7（℃）,0,112575.3,40,28（%）,6.0( km/L),0.00(%),0,,19（L/h）,,0.0L,2.7( km/L),46.00(%),,,17100.45L
7377,2017/3/9 8:13,2017/3/9 8:13,940,38,东偏南41度,5,120.306743,37.670031,112575.4,,限制未激活,109.0L,0,油门踏板/驾驶请求,101.0（℃）,,风扇关闭,28（%）,9.41(℃),100.0（kPa）,234.6（kPa）,37.0（℃）,14( kPa),0,,88.7（℃）,0,112575.3,41,28（%）,6.0( km/L),0.00(%),0,,10（L/h）,,0.0L,2.7( km/L),29.60(%),,,17100.442L
